time,0
2018-03-28 15:56:00,174876888.0
2018-03-28 15:58:00,81599365.54168713
2018-03-28 16:00:00,24674798.71594861
2018-03-28 16:02:00,78902907.3024649
2018-03-28 16:04:00,63052713.66800016
2018-03-28 16:06:00,14868544.146905005
2018-03-28 16:08:00,-8207693.785267383
2018-03-28 16:10:00,33142162.70444423
2018-03-28 16:12:00,-7543129.2875799835
2018-03-28 16:14:00,2566004.1913167834
2018-03-28 16:16:00,4005445.877240211
2018-03-28 16:18:00,-11627.170046776533
2018-03-28 16:20:00,42354666.76370856
2018-03-28 16:22:00,-54088914.21839392
2018-03-28 16:24:00,49693671.54729435
2018-03-28 16:26:00,32786380.938815713
2018-03-28 16:28:00,-39851809.4501977
2018-03-28 16:30:00,-24943190.016960174
2018-03-28 16:32:00,-11221779.338972062
2018-03-28 16:34:00,17612686.611350417
2018-03-28 16:36:00,-28598116.913717
2018-03-28 16:38:00,-6042653.914561838
2018-03-28 16:40:00,-22386638.127589196
2018-03-28 16:42:00,28310840.761341453
2018-03-28 16:44:00,-45789446.64568639
2018-03-28 16:46:00,-12995440.565858006
2018-03-28 16:48:00,59258717.578338444
2018-03-28 16:50:00,-21208148.456353992
2018-03-28 16:52:00,17127191.941355735
2018-03-28 16:54:00,-19515437.355410397
2018-03-28 16:56:00,33471829.749524683
2018-03-28 16:58:00,-19045489.675112337
2018-03-28 17:00:00,13471589.433660746
2018-03-28 17:02:00,33155260.42781368
2018-03-28 17:04:00,4241077.58541581
2018-03-28 17:06:00,21610452.795625
2018-03-28 17:08:00,13973003.226387888
2018-03-28 17:10:00,-1636586.4024404585
2018-03-28 17:12:00,-2112496.0104813576
2018-03-28 17:14:00,785727.9759792984
2018-03-28 17:16:00,19483668.87924233
2018-03-28 17:18:00,4371288.845113397
2018-03-28 17:20:00,14986457.254072428
2018-03-28 17:22:00,11076431.759291947
2018-03-28 17:24:00,2143504.7637233734
2018-03-28 17:26:00,5360356.951010048
2018-03-28 17:28:00,-1012302.8471612334
2018-03-28 17:30:00,436975.07637909055
2018-03-28 17:32:00,10643206.079154462
2018-03-28 17:34:00,-32133769.00448823
2018-03-28 17:36:00,9161116.311915278
2018-03-28 17:38:00,8514644.388861239
2018-03-28 17:40:00,20887984.19034034
2018-03-28 17:42:00,-10389957.271900117
2018-03-28 17:44:00,8513743.405952692
2018-03-28 17:46:00,361868.97670298815
2018-03-28 17:48:00,-11661127.409454703
2018-03-28 17:50:00,1874441.5023258328
2018-03-28 17:52:00,-6585859.26761362
2018-03-28 17:54:00,-33144323.415830433
2018-03-28 17:56:00,-3650782.388482839
2018-03-28 17:58:00,21752448.9919073
2018-03-28 18:00:00,-10567472.82572347
2018-03-28 18:02:00,-20970299.539666116
2018-03-28 18:04:00,-17651189.957880378
2018-03-28 18:06:00,52291994.118002
2018-03-28 18:08:00,-30675070.306341648
2018-03-28 18:10:00,-38608049.747861326
2018-03-28 18:12:00,23224648.908988327
2018-03-28 18:14:00,-3293130.8859416246
2018-03-28 18:16:00,-24724335.50554329
2018-03-28 18:18:00,-15934049.947583169
2018-03-28 18:20:00,907838.2319395244
2018-03-28 18:22:00,-15938596.106718391
2018-03-28 18:24:00,12130703.578477204
2018-03-28 18:26:00,45997668.73083505
2018-03-28 18:28:00,5202631.721046776
2018-03-28 18:30:00,5552090.965443075
2018-03-28 18:32:00,-3801257.3413906097
2018-03-28 18:34:00,-49011251.28055659
2018-03-28 18:36:00,14948589.40630886
2018-03-28 18:38:00,26621650.60414177
2018-03-28 18:40:00,-9483857.54580298
2018-03-28 18:42:00,-8984526.991779894
2018-03-28 18:44:00,-11553316.14378786
2018-03-28 18:46:00,1503633.8084568977
2018-03-28 18:48:00,11578389.79591602
2018-03-28 18:50:00,-14414737.404436886
2018-03-28 18:52:00,-7066530.486726016
2018-03-28 18:54:00,-16519585.5843772
2018-03-28 18:56:00,-7715068.213549197
2018-03-28 18:58:00,9554889.62085411
2018-03-28 19:00:00,-2616861.53184554
2018-03-28 19:02:00,8467571.05930829
2018-03-28 19:04:00,2058122.7033444643
2018-03-28 19:06:00,3400893.072745174
2018-03-28 19:08:00,13708568.38463676
2018-03-28 19:10:00,-29138874.87823081
2018-03-28 19:12:00,-855516.6766511202
2018-03-28 19:14:00,-17523683.63600105
2018-03-28 19:16:00,22501979.03164348
2018-03-28 19:18:00,14309806.284019053
2018-03-28 19:20:00,-27286418.079720348
2018-03-28 19:22:00,3648859.7209412456
2018-03-28 19:24:00,-16960272.25543177
2018-03-28 19:26:00,16480411.374083221
2018-03-28 19:28:00,4793291.784791797
2018-03-28 19:30:00,-4082648.5508547425
2018-03-28 19:32:00,7824106.191616088
2018-03-28 19:34:00,-18356400.32368949
2018-03-28 19:36:00,-21801331.37140286
2018-03-28 19:38:00,-4451687.655986249
2018-03-28 19:40:00,-8308798.015188187
2018-03-28 19:42:00,3654879.4007585347
2018-03-28 19:44:00,-11283589.88206017
2018-03-28 19:46:00,-23695790.01855883
2018-03-28 19:48:00,30753619.230030686
2018-03-28 19:50:00,-13139776.650980294
2018-03-28 19:52:00,14227042.283510715
2018-03-28 19:54:00,-14806980.17312926
2018-03-28 19:56:00,-4766334.036917686
2018-03-28 19:58:00,50287207.814416826
2018-03-28 20:00:00,920522.1525183618
2018-03-28 20:02:00,-14540559.716052055
2018-03-28 20:04:00,-7500865.898965508
2018-03-28 20:06:00,13257641.343124628
2018-03-28 20:08:00,15994674.135026246
2018-03-28 20:10:00,1293171.1103358269
2018-03-28 20:12:00,-2500254.680147201
